n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,-21.0,-21.0,-21.0,1026.0,1001013.478
2,-21.0,-21.0,-21.0,1015.1666666666666,1000540.6
3,-21.0,-21.0,-21.0,1016.7,1000105.831
4,-21.0,-21.0,-21.0,1017.0,999862.597
5,-21.0,-21.0,-21.0,1017.7647058823529,999446.627
6,-21.0,-21.0,-21.0,1018.7,999164.75
7,-21.0,-20.958333333333332,-20.0,1024.9583333333333,999133.758
8,-21.0,-20.964285714285715,-20.0,1024.2142857142858,999206.765
9,-21.0,-20.96875,-20.0,1026.0,999244.337
10,-21.0,-20.97222222222222,-20.0,1027.8055555555557,999328.764
11,-21.0,-20.975,-20.0,1026.575,999264.749
12,-21.0,-20.977272727272727,-20.0,1026.5,999405.851
13,-21.0,-20.979166666666668,-20.0,1027.7083333333333,999518.994
14,-21.0,-20.98076923076923,-20.0,1026.4615384615386,999661.026
15,-21.0,-20.964285714285715,-20.0,1027.4464285714287,999870.592
16,-21.0,-20.95,-20.0,1031.3,1000126.565
17,-21.0,-20.953125,-20.0,1031.234375,1000291.922
18,-21.0,-20.941176470588236,-20.0,1033.1176470588234,1000291.812
19,-21.0,-20.944444444444443,-20.0,1032.2916666666667,1000329.635
20,-21.0,-20.92105263157895,-20.0,1034.6842105263158,1000240.741
21,-21.0,-20.9125,-20.0,1035.075,1000149.592
22,-21.0,-20.916666666666668,-20.0,1036.047619047619,999999.164
23,-21.0,-20.90909090909091,-20.0,1037.0568181818182,999953.343
24,-21.0,-20.91304347826087,-20.0,1037.4673913043478,999890.075
25,-21.0,-20.916666666666668,-20.0,1036.5729166666667,999880.219
26,-21.0,-20.91,-20.0,1037.17,999831.912
27,-21.0,-20.91,-20.0,1037.01,999801.482
28,-21.0,-20.9,-20.0,1038.62,999926.037
29,-21.0,-20.9,-20.0,1039.95,1000049.597
30,-21.0,-20.89,-20.0,1041.71,1000150.944
31,-21.0,-20.87,-20.0,1043.45,1000270.41
32,-21.0,-20.87,-20.0,1043.27,1000371.043
33,-21.0,-20.86,-20.0,1044.27,1000244.621
34,-21.0,-20.84,-20.0,1046.49,1000191.922
35,-21.0,-20.83,-20.0,1046.91,1000174.989
36,-21.0,-20.82,-20.0,1049.82,1000134.837
37,-21.0,-20.81,-20.0,1051.57,1000000.745
38,-21.0,-20.77,-20.0,1055.25,999760.933
39,-21.0,-20.76,-20.0,1055.48,999513.527
40,-21.0,-20.75,-20.0,1058.06,999421.952
41,-21.0,-20.76,-20.0,1058.82,999263.652
42,-21.0,-20.75,-20.0,1058.27,999053.032
43,-21.0,-20.73,-20.0,1061.24,999184.07
44,-21.0,-20.72,-20.0,1062.56,999091.583
45,-21.0,-20.7,-20.0,1064.46,999061.112
46,-21.0,-20.71,-20.0,1063.45,999069.848
47,-21.0,-20.7,-20.0,1066.01,999086.317
48,-21.0,-20.69,-20.0,1067.24,999100.224
49,-21.0,-20.68,-20.0,1066.95,999114.154
50,-21.0,-20.68,-20.0,1068.2,999052.563
